Text	TrueLabel	PredictedLabels(Top-5)
i love this girl so much seriously i don't know what i'd do without you babe …	9 ❤	['😘', '❤', '💕', '💜', '😍']
alabama girls bar	9 ❤	['💜', '💕', '😜', '❤', '😍']
new visual dropping soon til den click link in bio 4 shot by & dir …	19 💯	['🔥', '📸', '✨', '📷', '💯']
taking it all in. : .... …	6 📷	['😂', '📷', '📸', '😁', '😉']
two years ago at in ️ ( zoebeantattoo how…	9 ❤	['💙', '❤', '💕', '😂', '✨']
don't think any city appreciates november sun like toronto photo by kouroshkeshiri…	12 ☀	['📸', '☀', '😂', '📷', '😉']
️ stone creamery, morgantown, wv	9 ❤	['💙', '😎', '😜', '😍', '📸']
today we celebrate you, mamma ️ we miss you so much! happy…	9 ❤	['😁', '💜', '❤', '✨', '😊']
️daze key beach	12 ☀	['☀', '😎', '📷', '💙', '😜']
throwing it way back for brits birthday ️ ️ happy birthday…	9 ❤	['😘', '🇺🇸', '😊', '❤', '💜']
senior night with this hottie high school stadium	7 🔥	['💙', '💜', '🔥', '💯', '💕']
coming next week …	10 😁	['🔥', '📸', '📷', '😉', '😎']
merry christmas from the everett family rotating …	5 🎄	['🎄', '❤', '😊', '💕', '💙']
11/7/15 • on the bright side... at least it stopped raining! –hemingway stadium	17 😊	['💙', '💜', '✨', '😎', '😉']
it's all been a dream , california	13 ✨	['📸', '📷', '✨', '💙', '💜']
another day, another drink the size of my head! …	18 💜	['😜', '😉', '😁', '😂', '✨']
a smile to warm the heart ️ pines…	9 ❤	['😁', '❤', '😊', '💜', '💙']
i don't always wear when i do i like to show them off a little | | …	1 📸	['😂', '😉', '😜', '😊', '📸']
": drake wouldnt have gotten shot in degrassi if he would have used his dance moves	3 😂	['📸', '📷', '😉', '😎', '😂']
good thing we have you and the rest of the swift team to do that for us instead. thank you.	4 😉	['😊', '😘', '😁', '😉', '❤']
heading to see my big brothers! ️ ( city international airport - in kansas city, mo)	9 ❤	['💯', '😎', '💙', '😊', '😍']
i turned an ugly eyesore clearance filled infant hardlines aisle into a…	13 ✨	['😂', '😉', '✨', '😊', '💕']
so... i'm interning in la all of july. but today i spent my day off here. angeles - la brea	11 🇺🇸	['😁', '😎', '😊', '☀', '📷']
finally found a way to shut my guys up. institute	4 😉	['😊', '😉', '😂', '😁', '😍']
": when god show you someone's true colors over and over again stop trying to paint a perfect picture "	19 💯	['😂', '📸', '😍', '😊', '📷']
check out this 913.481.7392	7 🔥	['🔥', '💯', '😎', '📸', '😁']
thanks arteplumari my ️ …	9 ❤	['😘', '💜', '😁', '💕', '😊']
friendship kinship! love them dr_rocktagon... …	8 😘	['❤', '💕', '😘', '💜', '💙']
family noble center	9 ❤	['❤', '😊', '💙', '💕', '💜']
sharing is caring // …	6 📷	['📷', '💜', '😊', '😘', '❤']
baxter family vaca '16 myrtle beach, south carolina	12 ☀	['💙', '💕', '❤', '😊', '💯']
this mimi loves her boy(s)! ️ …	9 ❤	['❤', '😍', '💕', '😜', '💜']
heat nation arena	7 🔥	['🔥', '💯', '😜', '💜', '😊']
my drinks city	2 😍	['📸', '💯', '✨', '😎', '📷']
happy initiation day to my bb! so happy you're gonna be an official member of zeta tau alpha …	15 💕	['🇺🇸', '😊', '😘', '😁', '💜']
got some new boots! ️ meade	9 ❤	['🔥', '✨', '😍', '😉', '📸']
kozol wedding of gianni versace	17 😊	['💕', '❤', '😘', '😍', '📷']
last selfie of the year with this goose ready to conquer 2018 with…	15 💕	['✨', '😜', '📸', '📷', '😁']
️ shout out to our retailer itssewwright on this lovely ! they've got…	9 ❤	['💯', '💜', '💕', '❤', '😘']
mrbobbybones and the raging idiots with chase rice, jon pardi and lindsay ell! shoutout to our…	2 😍	['💯', '📷', '🔥', '😘', '📸']
aveda love every day …	18 💜	['❤', '💕', '😘', '💜', '💙']
just because my sons a stud , south carolina	16 😎	['😜', '😉', '😂', '💯', '😍']
love my momma!!! d'alene, idaho	9 ❤	['❤', '💕', '😘', '💜', '💙']
monday! no monkeying around! …	4 😉	['😜', '📸', '😍', '😂', '😉']
wing house	2 😍	['😜', '🇺🇸', '😊', '😂', '😎']
i have a writers block so i figured why not go for a run . o'brien sports complex	10 😁	['😎', '😉', '🔥', '😜', '😁']
it's a beautiful cool saturday afternoon, the sun is out holidays are near, i have something…	12 ☀	['☀', '😎', '😍', '✨', '😁']
looking to the future , california	14 💙	['📸', '📷', '✨', '😎', '💙']
ultimate f***ing selfie evah, bitches!	16 😎	['😜', '😉', '😎', '😂', '😊']
dessert ️ paris - citycentre	9 ❤	['😉', '😍', '📸', '😜', '😂']
you can tell a spelman woman but you can't tell her much …	13 ✨	['😂', '📸', '😜', '😉', '😁']
missing you is an understatement beach, virginia	15 💕	['💕', '💜', '☀', '💯', '💙']
to love, laughter, and happily ever after. love you, sara…	9 ❤	['❤', '💕', '😘', '💜', '💙']
main reason i can't wait to be back at stockton: shea's breakfast …	2 😍	['😉', '😍', '😁', '😊', '💙']
and i can't help falling in love with you. run crossing	9 ❤	['❤', '💕', '😘', '💜', '😍']
new day new blessings , florida	1 📸	['✨', '😎', '📸', '🔥', '😍']
a canopy of yellow = happy place orchards and…	17 😊	['🇺🇸', '😊', '😘', '❤', '💙']
reception …	14 💙	['😜', '📸', '😍', '😂', '😉']
thankful for wonderful friends who treat us like family! ️ , tennessee	9 ❤	['😂', '💕', '😜', '😉', '💙']
taken by me also who's going to edgewater live tonight?! cleveland	17 😊	['📷', '🔥', '📸', '😜', '😁']
for all the big fellas park	3 😂	['📷', '📸', '😎', '💙', '😊']
look who's back in stock!! fredd & basha favorites and some newbies too. these three lovely…	2 😍	['😍', '😂', '📷', '😉', '😜']
missing you field	14 💙	['💕', '💜', '💙', '😘', '☀']
sherman oaks + + g oaks galleria	12 ☀	['😜', '😎', '📷', '💯', '😊']
got the funniest ideas! y'all like the idea? true animaniac right here …	3 😂	['😂', '😉', '😜', '💯', '📸']
livin' life at the lake ️ mountain lake, california	12 ☀	['📸', '📷', '☀', '✨', '💜']
thank god for rednecks. bootleggers saloon	11 🇺🇸	['😘', '💜', '😊', '❤', '💕']
i love this lifestyle ️ ️ ️ asian bistro sushi & bar - raleigh (brier creek)	9 ❤	['❤', '💕', '😘', '💜', '😍']
look what my honey got me for my birthday... …	8 😘	['😂', '😉', '😜', '😍', '💯']
bretman and cleo rockin' our shop shirts ️ ️ ️repost	9 ❤	['🔥', '✨', '😎', '😊', '😍']
my cute lil family. ready to watch my little sister get married. , florida	2 😍	['😍', '😎', '😁', '😂', '💜']
curly to kurly curls that pop! nice …	2 😍	['😁', '😎', '😉', '😜', '😊']
they hate u.s. 'cause they ain't u.s. states	11 🇺🇸	['🇺🇸', '💯', '😂', '📸', '😁']
happy birthday to my needy girlfriend ️ wouldn't want anyone else to blow up my phone, chug a…	9 ❤	['😘', '😊', '🇺🇸', '❤', '💜']
keep em wit me! .kt…	19 💯	['📷', '💯', '🔥', '😂', '😎']
a few tables are still available for your free reservation for saturday's brunch at…	9 ❤	['✨', '🔥', '📷', '😎', '😍']
this school will forever be home .	2 😍	['💙', '💜', '❤', '💕', '😊']
just casual chug sesh with brunches are forever…	8 😘	['😉', '😂', '😜', '😁', '📷']
merry christmas ! york, new york	5 🎄	['🎄', '✨', '📸', '😍', '📷']
it's dior darling •featuring our black and white dior stripe linen & acrylic chiavari chairs•…	15 💕	['🇺🇸', '📸', '📷', '✨', '🔥']
let's go heritage!!! we ️ our high school	9 ❤	['💙', '💯', '💜', '💕', '😎']
my 1st time at a astros vs. yankees game! maid park	2 😍	['😎', '😁', '😊', '📸', '📷']
i would love to be your . visit my website at to see…	9 ❤	['❤', '💕', '😘', '💜', '💙']
fireplace season! county, pennsylvania	7 🔥	['💜', '💯', '😜', '✨', '😎']
u made it a gary happy birthday , alabama	0 😜	['😘', '🇺🇸', '😊', '💜', '❤']
this is why i ️!! almost $110 worth of products for $22!…	9 ❤	['😍', '💙', '😘', '🇺🇸', '✨']
lily pond at . …	2 😍	['📷', '💯', '☀', '✨', '❤']
i stay talking to my counselor just because shes so funny	3 😂	['😂', '😉', '😜', '💯', '😁']
host your company holiday party with us in december and you will be seeing donnel rawlings…	5 🎄	['🎄', '✨', '🔥', '😜', '😎']
oh yes! angeles, california	2 😍	['📸', '📷', '😂', '✨', '😍']
i love these two guys ️ ️ jersey	9 ❤	['❤', '💕', '😘', '💜', '💙']
we fca. loved connecting with these two incredible jesus followers today for lunch.…	9 ❤	['😁', '✨', '😍', '😉', '💙']
textures & prints at the black halo ⠀.⠀.⠀.⠀.⠀.⠀ …	2 😍	['✨', '📸', '🔥', '📷', '💯']
ended a great biz day with mah ️'s & some amazing food. belated holiday gifting the boys. an…	9 ❤	['😊', '😁', '😎', '📷', '😍']
my best friend is my whole entire world. resort at…	15 💕	['💕', '💜', '💙', '❤', '😘']
and the ladies …	4 😉	['😘', '💜', '😉', '💕', '😊']
bad bitch h town , texas	13 ✨	['😂', '😎', '😜', '💯', '📸']
stop enjoying a traditional expresso. new york …	9 ❤	['✨', '📸', '😍', '📷', '🔥']
good morning lakes, california	14 💙	['☀', '😊', '😎', '😁', '📷']
celestial happenings eclipse 2017 ️ street and avenue b community garden	9 ❤	['😎', '📷', '📸', '✨', '😊']
i love that my friends know to get me weird things for christmas …	5 🎄	['🎄', '❤', '💕', '😘', '💜']
roaring '20s party with the best. i even got him out on the floor to attempt some charleston.	4 😉	['😜', '😂', '🔥', '😉', '💯']
true love 's all right	9 ❤	['❤', '💕', '😘', '💜', '😍']
thank you to everyone who made my birthday so special. you guys rock , texas	10 😁	['😘', '❤', '💜', '💕', '😊']
quick snap shot from yesterday's adventure hubbard's cupboard bazaar	6 📷	['📸', '📷', '😁', '😎', '✨']
carolina university	19 💯	['💙', '💕', '💜', '💯', '😜']
my friend gave me all this lavender from his little garden i fee so happy. now what should i do…	18 💜	['💜', '💕', '😊', '❤', '💙']
museum fun yesterday ️ ️ energy children's museum	9 ❤	['😁', '😜', '📷', '😊', '📸']
had another session with tattoorich007 today …	17 😊	['😁', '😎', '😉', '✨', '😍']
we voted!! josh's first time!	11 🇺🇸	['😜', '📸', '😍', '😂', '😉']
always a perfect day with you park	9 ❤	['😎', '☀', '😊', '😁', '📷']
trying to find the right shade of blue for my client's pool house ceiling. …	14 💙	['💙', '😂', '😜', '😎', '😉']
can't say i'm upset the sun decided to hangout this weekend …	12 ☀	['☀', '📷', '😁', '😎', '😜']
get yourself a bestie like mine , iowa	15 💕	['😂', '😜', '😉', '📸', '💯']
really? whatever, a 5k? lauderdale, florida	0 😜	['☀', '😎', '💙', '✨', '💯']
mr dijon resides in france no, i'm not a 100% sure of the meaning behind this graphic tee, but…	13 ✨	['😉', '💯', '😜', '😂', '😁']
1st day of school! high school	9 ❤	['💙', '😁', '😎', '😊', '💯']
we ain't picture perfect but we worth the picture still , kentucky	13 ✨	['📸', '📷', '😊', '💕', '😍']
i snuck in the truck while 2ulaundry delivered my clean clothes discount for your first pick…	3 😂	['😜', '😎', '😂', '💯', '😁']
what better way to celebrate national nachos day than with nachos from addison's? :	6 📷	['😁', '😎', '😊', '☀', '🇺🇸']
squad goals {missing roof birmingham	14 💙	['💯', '😎', '🔥', '📷', '💜']
mace face minus 11 inches of hair. missed youuu university	14 💙	['💜', '💕', '💙', '😜', '💯']
summer vibes monica, california	16 😎	['☀', '📸', '📷', '😎', '✨']
yeah, we cute. grove park	8 😘	['📷', '😎', '📸', '❤', '☀']
driving around the hood with noah, looking at christmas lights, eating ice cream	8 😘	['🎄', '😍', '😂', '📷', '😁']
️ ️ ️ boy jim	9 ❤	['💙', '💯', '❤', '😍', '🔥']
|| merry christmas || jersey	5 🎄	['🎄', '❤', '✨', '💕', '😍']
throwback to with this dime fox theatre	13 ✨	['📸', '😍', '💜', '❤', '😂']
the kids were sooo excited for christmas and thankful for there new pj's! & jenn's…	5 🎄	['🎄', '✨', '😍', '🔥', '😊']
my mains are always keepin me in check thxxxxx …	2 😍	['🔥', '💯', '😎', '📸', '😁']
"the cure for life is excepting your faults and facing them head on" - unknown …	13 ✨	['💯', '✨', '😜', '💕', '❤']
happy 98th birthday to my beautiful grandma!! if you haven't met her you're really missing out.…	13 ✨	['😘', '💕', '💜', '❤', '😊']
enjoyed beautiful fall with family …	8 😘	['😍', '❤', '😊', '💕', '💙']
deep in the heart [w/ a bit of my own] ️ worth stockyards…	9 ❤	['❤', '💜', '💙', '😁', '📷']
in love with this eleganza cactus! ️ ️ ️ hedgebylexy…	9 ❤	['❤', '💕', '😘', '💜', '💙']
when life gives you chicken…you make dinner! thanks for another wonderful meal greenchef try…	3 😂	['😘', '💜', '💯', '💕', '😊']
beautify your space with this lovely vintage floral print w/wood frame. so cute! 15"h x 13"w…	2 😍	['📷', '😊', '😍', '💜', '✨']
word up! ️ trinity baptist church	9 ❤	['💯', '💜', '🎄', '😉', '😜']
my hair crazy af, drop a if i should drop this new song tomorrow , oklahoma	19 💯	['🔥', '✨', '😍', '📸', '😜']
lying in the with rstless80 , new york	18 💜	['✨', '📸', '😍', '📷', '🔥']
24 isn't looking too bad so far noodles and sushi	13 ✨	['😜', '😂', '📸', '😉', '📷']
come in for a of 17 year from one of the few triple…	17 😊	['✨', '😉', '😊', '😎', '📷']
